"biomass","temperature","taxa"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
"63770.2753296798","1","GAMM"
