"abundance","temperature","taxa"
"5413.8955735135","1","NZMS"
"5363.22737788291","1","NZMS"
"5267.13338346581","1","NZMS"
"5148.49018179255","1","NZMS"
"5010.41058342326","1","NZMS"
"4864.79084968099","1","NZMS"
"4727.00228769865","1","NZMS"
"4802.83722150908","1","NZMS"
"4914.55724631793","1","NZMS"
"4956.72738544674","1","NZMS"
"4956.90807283548","1","NZMS"
"4991.57733838279","1","NZMS"
"4985.41382362812","1","NZMS"
"5055.67255320476","1","NZMS"
"5221.78242017818","1","NZMS"
"5147.83470751514","1","NZMS"
"5105.47345702991","1","NZMS"
"5199.38561157387","1","NZMS"
"5220.53636689353","1","NZMS"
"5321.8824929336","1","NZMS"
"5317.3365295244","1","NZMS"
"5326.06036336777","1","NZMS"
"5327.81085863301","1","NZMS"
"5365.3277604279","1","NZMS"
"5398.17542652524","1","NZMS"
"5386.38654237427","1","NZMS"
"5412.68666874717","1","NZMS"
"5369.19152058271","1","NZMS"
"5276.22716788393","1","NZMS"
"5154.88584126027","1","NZMS"
"5017.45108085841","1","NZMS"
"4871.82874565196","1","NZMS"
"4734.03553044821","1","NZMS"
"4805.26072058333","1","NZMS"
"4914.39046732653","1","NZMS"
"4957.24627277919","1","NZMS"
"4955.89476454044","1","NZMS"
"4994.50323525605","1","NZMS"
"4982.90638763158","1","NZMS"
"5056.55967707759","1","NZMS"
"5228.09855075971","1","NZMS"
"5154.9949940278","1","NZMS"
"5106.07915932706","1","NZMS"
"5194.69946620281","1","NZMS"
"5227.01553773787","1","NZMS"
"5330.70157665715","1","NZMS"
"5324.70978303205","1","NZMS"
"5324.48652329474","1","NZMS"
"5329.1352462488","1","NZMS"
"5362.01290798635","1","NZMS"
"5388.75123900464","1","NZMS"
"5423.52422421549","1","NZMS"
"5420.43056945559","1","NZMS"
"5375.79605456685","1","NZMS"
"5270.63173363548","1","NZMS"
"5145.10139283764","1","NZMS"
"5008.25226423299","1","NZMS"
"4862.58505190042","1","NZMS"
"4724.75306914228","1","NZMS"
"4802.14944133015","1","NZMS"
"4914.77277121201","1","NZMS"
"4956.86297423794","1","NZMS"
"4956.58965601708","1","NZMS"
"4991.03451799975","1","NZMS"
"4987.46206605356","1","NZMS"
"5046.9468147003","1","NZMS"
"5223.89433065963","1","NZMS"
"5144.84919899839","1","NZMS"
"5108.86684455849","1","NZMS"
"5179.76905290817","1","NZMS"
"5230.5064281408","1","NZMS"
"5312.23313704224","1","NZMS"
"5313.91609621455","1","NZMS"
"5317.62538118727","1","NZMS"
"5340.00102725352","1","NZMS"
"5364.63995684794","1","NZMS"
"5390.48299404855","1","NZMS"
"5404.9564922567","1","NZMS"
"5391.14377366626","1","NZMS"
"5330.8088461244","1","NZMS"
"5252.46929869465","1","NZMS"
"5135.06579699546","1","NZMS"
"4998.80210596857","1","NZMS"
"4853.31237981994","1","NZMS"
"4715.66517694607","1","NZMS"
"4797.04974583093","1","NZMS"
"4914.14163690691","1","NZMS"
"4957.00594720231","1","NZMS"
"4956.26333594208","1","NZMS"
"4991.61640389734","1","NZMS"
"4983.9738059835","1","NZMS"
"5053.05514984221","1","NZMS"
"5220.97887042645","1","NZMS"
"5145.5760502518","1","NZMS"
"5108.34903208121","1","NZMS"
"5184.20743755121","1","NZMS"
"5215.77795156323","1","NZMS"
"5315.99306397005","1","NZMS"
"5316.69828726757","1","NZMS"
"5331.64290004432","1","NZMS"
"5313.66198478769","1","NZMS"
"5379.8626717087","1","NZMS"
"5398.962916488","1","NZMS"
"5412.80508438817","1","NZMS"
"5418.4731444466","1","NZMS"
"5342.36552504316","1","NZMS"
"5258.97624488763","1","NZMS"
"5144.55011682582","1","NZMS"
"5005.98476204783","1","NZMS"
"4860.44074200326","1","NZMS"
"4722.72581884579","1","NZMS"
"4801.08779000527","1","NZMS"
"4914.59865577926","1","NZMS"
"4956.44395518112","1","NZMS"
"4957.3770314353","1","NZMS"
"4989.70289131627","1","NZMS"
"4983.87587657685","1","NZMS"
"5058.93649867871","1","NZMS"
"5209.6516677604","1","NZMS"
"5150.07933606979","1","NZMS"
"5123.60517966335","1","NZMS"
"5180.20255378689","1","NZMS"
"5216.87687100868","1","NZMS"
"5294.63320663785","1","NZMS"
"5305.23918228163","1","NZMS"
"5330.9232757047","1","NZMS"
"5360.61402778091","1","NZMS"
"5385.39029522214","1","NZMS"
"5381.53242439077","1","NZMS"
"5377.98187871857","1","NZMS"
"5394.89322965298","1","NZMS"
"5352.32832082035","1","NZMS"
"5256.06741749711","1","NZMS"
"5136.97907723002","1","NZMS"
"5001.24664667475","1","NZMS"
"4855.73804966311","1","NZMS"
"4718.06840808279","1","NZMS"
"4797.92730321756","1","NZMS"
"4914.51025309362","1","NZMS"
"4957.1625785247","1","NZMS"
"4955.93183602765","1","NZMS"
"4990.5542676645","1","NZMS"
"4985.23066598713","1","NZMS"
"5053.10399390384","1","NZMS"
"5216.18922705603","1","NZMS"
"5142.52319300818","1","NZMS"
"5118.26786819697","1","NZMS"
"5187.53074753899","1","NZMS"
"5219.44063684653","1","NZMS"
"5298.76155363459","1","NZMS"
"5309.27896494872","1","NZMS"
"5321.62966773398","1","NZMS"
"5327.05512498208","1","NZMS"
"5349.60652754993","1","NZMS"
"5380.48433565988","1","NZMS"
"5399.85935981001","1","NZMS"
"5389.16115375464","1","NZMS"
"5341.638830265","1","NZMS"
"5250.95452041591","1","NZMS"
"5132.39794976618","1","NZMS"
"4996.65210366536","1","NZMS"
"4851.28831855157","1","NZMS"
"4713.75723210918","1","NZMS"
"4796.63589067404","1","NZMS"
"4914.21940975283","1","NZMS"
"4956.61047383118","1","NZMS"
"4957.0425130025","1","NZMS"
"4989.01782116995","1","NZMS"
"4984.57585467611","1","NZMS"
"5051.30025282496","1","NZMS"
"5232.47831904707","1","NZMS"
"5147.87711278309","1","NZMS"
"5102.77505682509","1","NZMS"
"5191.09695360152","1","NZMS"
"5223.54150673242","1","NZMS"
"5325.30571148289","1","NZMS"
"5309.03542152628","1","NZMS"
"5311.52967166214","1","NZMS"
"5328.10058472774","1","NZMS"
"5361.94941466263","1","NZMS"
"5365.47562872827","1","NZMS"
"5398.56685315589","1","NZMS"
"5428.79252987561","1","NZMS"
"5361.18221149096","1","NZMS"
"5258.10038637671","1","NZMS"
"5138.5301922519","1","NZMS"
"5002.11223478531","1","NZMS"
"4856.65864340713","1","NZMS"
"4719.0317237719","1","NZMS"
"4799.40850907658","1","NZMS"
"4914.55604857728","1","NZMS"
"4956.71501369369","1","NZMS"
"4956.87356629356","1","NZMS"
"4990.57963739628","1","NZMS"
"4985.69011115796","1","NZMS"
"5048.45913051985","1","NZMS"
"5221.49036200911","1","NZMS"
"5153.78704950752","1","NZMS"
"5122.16208921156","1","NZMS"
"5183.07815735659","1","NZMS"
"5202.5553883523","1","NZMS"
"5307.69329056082","1","NZMS"
"5333.73292308071","1","NZMS"
"5314.78539788171","1","NZMS"
"5353.40930700713","1","NZMS"
"5367.88865198911","1","NZMS"
"5371.10669866158","1","NZMS"
"5393.28220471361","1","NZMS"
"5418.65766277294","1","NZMS"
"5351.10038504105","1","NZMS"
"5258.36442228338","1","NZMS"
"5141.04448273941","1","NZMS"
"5003.95691106359","1","NZMS"
"4858.43567445619","1","NZMS"
"4720.74851186105","1","NZMS"
"4799.0913829434","1","NZMS"
"4914.23459627583","1","NZMS"
"4956.46486154521","1","NZMS"
"4957.30740912339","1","NZMS"
"4988.6041488755","1","NZMS"
"4982.55956046957","1","NZMS"
"5062.63179277799","1","NZMS"
"5214.85889317362","1","NZMS"
"5143.8061339644","1","NZMS"
"5122.62477159493","1","NZMS"
"5185.47645748117","1","NZMS"
"5206.97202940241","1","NZMS"
"5312.16662921655","1","NZMS"
"5318.13238419156","1","NZMS"
"5330.13502532031","1","NZMS"
"5348.84976651929","1","NZMS"
"5370.74913701579","1","NZMS"
"5379.16522934659","1","NZMS"
"5426.59403422485","1","NZMS"
"5433.71920530853","1","NZMS"
"5356.94608264787","1","NZMS"
"5265.36634129818","1","NZMS"
"5145.58063459002","1","NZMS"
"5007.76462879971","1","NZMS"
"4862.14832988056","1","NZMS"
"4724.36048231278","1","NZMS"
"4800.52592426256","1","NZMS"
"4914.4210781358","1","NZMS"
"4957.29672181181","1","NZMS"
"4955.7529033165","1","NZMS"
"4992.33961692203","1","NZMS"
"4985.00489162676","1","NZMS"
"5052.49257533553","1","NZMS"
"5227.42742661435","1","NZMS"
"5143.59348719994","1","NZMS"
"5108.73978090522","1","NZMS"
"5178.99757556292","1","NZMS"
"5217.67308963109","1","NZMS"
"5329.71389159056","1","NZMS"
"5307.89975925832","1","NZMS"
"5308.6204094509","1","NZMS"
"5318.45362966937","1","NZMS"
"5357.22160817631","1","NZMS"
"5382.46702165005","1","NZMS"
"5417.83095323758","1","NZMS"
"5413.05733554885","1","NZMS"
"5340.04330054171","1","NZMS"
"5255.04153781915","1","NZMS"
"5136.60513256562","1","NZMS"
"4999.83020038758","1","NZMS"
"4854.38116482882","1","NZMS"
"4716.76435215326","1","NZMS"
"4797.26459722403","1","NZMS"
"4914.43567865852","1","NZMS"
"4956.51291407448","1","NZMS"
"4957.26354635995","1","NZMS"
"4989.24582211524","1","NZMS"
"4986.09930637904","1","NZMS"
"5052.09674826814","1","NZMS"
"5222.43192214057","1","NZMS"
"5136.7872003289","1","NZMS"
"5119.80423358593","1","NZMS"
"5181.69394364805","1","NZMS"
"5222.9979463255","1","NZMS"
"5305.01860414483","1","NZMS"
"5296.22076755748","1","NZMS"
"5309.24468085601","1","NZMS"
"5335.61247867792","1","NZMS"
"5375.62750241123","1","NZMS"
"5379.46990056296","1","NZMS"
"5416.39520141657","1","NZMS"
"5409.7793465254","1","NZMS"
"5354.26514605863","1","NZMS"
"5263.81326062127","1","NZMS"
