"abundance","temperature","taxa"
"5302.87215233357","1","NZMS"
"5241.1784875829","1","NZMS"
"5157.78677094887","1","NZMS"
"5042.0412609044","1","NZMS"
"4911.01675910583","1","NZMS"
"4767.38634896854","1","NZMS"
"4631.53947124921","1","NZMS"
"4724.06329026755","1","NZMS"
"4874.89712474815","1","NZMS"
"4957.14624876964","1","NZMS"
"4938.70518837652","1","NZMS"
"4997.13201240471","1","NZMS"
"4885.31141190438","1","NZMS"
"5277.205436353","1","NZMS"
"5141.81466303725","1","NZMS"
"5000.90476874481","1","NZMS"
"4894.22486232367","1","NZMS"
"5476.89006326709","1","NZMS"
"5322.25023221481","1","NZMS"
"5160.38059818329","1","NZMS"
"5035.17595209238","1","NZMS"
"5176.19303146074","1","NZMS"
"5341.74107765414","1","NZMS"
"5327.79119579441","1","NZMS"
"5323.72471674697","1","NZMS"
"5319.23593703582","1","NZMS"
"5316.10678418167","1","NZMS"
"5247.95115599818","1","NZMS"
"5157.04094956893","1","NZMS"
"5046.78171440537","1","NZMS"
"4915.74399659668","1","NZMS"
"4772.07588989531","1","NZMS"
"4636.19042968524","1","NZMS"
"4725.88015718748","1","NZMS"
"4874.86530153762","1","NZMS"
"4957.21845798153","1","NZMS"
"4938.60547009669","1","NZMS"
"4997.36967352137","1","NZMS"
"4885.26688186277","1","NZMS"
"5277.50490637211","1","NZMS"
"5142.08265000287","1","NZMS"
"5001.14126464811","1","NZMS"
"4895.00261139067","1","NZMS"
"5472.39829208971","1","NZMS"
"5316.39081582847","1","NZMS"
"5152.77191723687","1","NZMS"
"5021.96080958482","1","NZMS"
"5196.98041985829","1","NZMS"
"5347.08260465365","1","NZMS"
"5345.33237120974","1","NZMS"
"5322.78336143536","1","NZMS"
"5316.28884250239","1","NZMS"
"5295.93513237385","1","NZMS"
"5245.11748026244","1","NZMS"
"5152.12923177463","1","NZMS"
"5040.66353041044","1","NZMS"
"4910.18104952784","1","NZMS"
"4766.52542060174","1","NZMS"
"4630.65883305405","1","NZMS"
"4723.65569575387","1","NZMS"
"4874.87437772735","1","NZMS"
"4957.15048995961","1","NZMS"
"4938.68569563265","1","NZMS"
"4997.16304786994","1","NZMS"
"4885.40017376105","1","NZMS"
"5276.8652023985","1","NZMS"
"5141.4780657678","1","NZMS"
"5000.57325223352","1","NZMS"
"4894.55071476277","1","NZMS"
"5474.89384773275","1","NZMS"
"5319.25734108198","1","NZMS"
"5156.18181868375","1","NZMS"
"5039.78940230538","1","NZMS"
"5186.37445007979","1","NZMS"
"5334.36403682305","1","NZMS"
"5335.77390779707","1","NZMS"
"5315.08506568945","1","NZMS"
"5312.17565368222","1","NZMS"
"5299.87396714884","1","NZMS"
"5252.63098699902","1","NZMS"
"5164.3625654806","1","NZMS"
"5047.26171561982","1","NZMS"
"4915.6025077591","1","NZMS"
"4771.95666346066","1","NZMS"
"4636.09343181135","1","NZMS"
"4725.65066713246","1","NZMS"
"4874.95301218646","1","NZMS"
"4957.14182814777","1","NZMS"
"4938.7210114564","1","NZMS"
"4997.11994985127","1","NZMS"
"4885.32560177891","1","NZMS"
"5277.20918796354","1","NZMS"
"5141.80766702091","1","NZMS"
"5000.88633454644","1","NZMS"
"4893.42435497013","1","NZMS"
"5481.64154259647","1","NZMS"
"5321.18673961656","1","NZMS"
"5162.66868374054","1","NZMS"
"5041.0230078335","1","NZMS"
"5178.37157809031","1","NZMS"
"5319.62589074965","1","NZMS"
"5351.83867396704","1","NZMS"
"5340.78815573325","1","NZMS"
"5315.24381716389","1","NZMS"
"5315.72786709734","1","NZMS"
"5250.97350797915","1","NZMS"
"5168.35802166172","1","NZMS"
"5047.06166970696","1","NZMS"
"4915.09906108555","1","NZMS"
"4771.38514866292","1","NZMS"
"4635.45391546301","1","NZMS"
"4725.95294281977","1","NZMS"
"4875.04293510646","1","NZMS"
"4957.15322835456","1","NZMS"
"4938.70564711398","1","NZMS"
"4997.19810002727","1","NZMS"
"4885.35179174518","1","NZMS"
"5277.32424709998","1","NZMS"
"5141.86382809468","1","NZMS"
"5000.88638291907","1","NZMS"
"4893.37565285818","1","NZMS"
"5482.21593167629","1","NZMS"
"5322.48764146403","1","NZMS"
"5164.29284672109","1","NZMS"
"5033.15745138976","1","NZMS"
"5184.19664335581","1","NZMS"
"5319.44065592825","1","NZMS"
"5352.70460652664","1","NZMS"
"5344.22854763172","1","NZMS"
"5331.0226806131","1","NZMS"
"5312.97848929557","1","NZMS"
"5262.11448713257","1","NZMS"
"5165.15375299387","1","NZMS"
"5046.82154404459","1","NZMS"
"4915.04026302572","1","NZMS"
"4771.28849849272","1","NZMS"
"4635.31963959605","1","NZMS"
"4725.55575945379","1","NZMS"
"4875.13396906677","1","NZMS"
"4957.13443126297","1","NZMS"
"4938.73483685945","1","NZMS"
"4997.16259530215","1","NZMS"
"4885.10396912063","1","NZMS"
"5278.32241231011","1","NZMS"
"5142.82383694374","1","NZMS"
"5001.80948636937","1","NZMS"
"4892.59045193033","1","NZMS"
"5487.00032497922","1","NZMS"
"5324.32599514202","1","NZMS"
"5163.78258205916","1","NZMS"
"5028.44323922309","1","NZMS"
"5166.32437856235","1","NZMS"
"5338.98277929121","1","NZMS"
"5362.76769908835","1","NZMS"
"5351.96395471011","1","NZMS"
"5330.27332860179","1","NZMS"
"5295.47580665965","1","NZMS"
"5245.73584703933","1","NZMS"
"5155.35732395046","1","NZMS"
"5041.79913986877","1","NZMS"
"4911.26504411898","1","NZMS"
"4767.51612594507","1","NZMS"
"4631.55912614959","1","NZMS"
"4724.27419584441","1","NZMS"
"4875.04046353071","1","NZMS"
"4957.12000156066","1","NZMS"
"4938.73189840474","1","NZMS"
"4997.11981606814","1","NZMS"
"4885.48796817414","1","NZMS"
"5276.78381678423","1","NZMS"
"5141.33225912569","1","NZMS"
"5000.36652684633","1","NZMS"
"4896.48250571778","1","NZMS"
"5463.51666953981","1","NZMS"
"5307.52373900278","1","NZMS"
"5155.41961954896","1","NZMS"
"5029.81527381182","1","NZMS"
"5190.31126014762","1","NZMS"
"5356.42455459381","1","NZMS"
"5352.01682655329","1","NZMS"
"5318.28324055502","1","NZMS"
"5290.54916529018","1","NZMS"
"5290.46391130122","1","NZMS"
"5248.85944037286","1","NZMS"
"5161.35915247561","1","NZMS"
"5047.70633472711","1","NZMS"
"4915.90989981716","1","NZMS"
"4772.25935759682","1","NZMS"
"4636.39495974954","1","NZMS"
"4725.75948865318","1","NZMS"
"4874.88760657259","1","NZMS"
"4957.15809527367","1","NZMS"
"4938.69138725825","1","NZMS"
"4997.16360042247","1","NZMS"
"4885.32014514236","1","NZMS"
"5277.17734973461","1","NZMS"
"5141.78748493721","1","NZMS"
"5000.87796444409","1","NZMS"
"4894.73293915581","1","NZMS"
"5473.90727510706","1","NZMS"
"5322.42823708021","1","NZMS"
"5164.78815372294","1","NZMS"
"5034.68399258151","1","NZMS"
"5169.86778480499","1","NZMS"
"5347.90459920296","1","NZMS"
"5354.8181503974","1","NZMS"
"5334.98634191451","1","NZMS"
"5314.09505200491","1","NZMS"
"5282.65507308776","1","NZMS"
"5240.51672923451","1","NZMS"
"5144.78170608509","1","NZMS"
"5035.71231978521","1","NZMS"
"4905.87704841219","1","NZMS"
"4762.22119931044","1","NZMS"
"4626.36118862375","1","NZMS"
"4721.94693368006","1","NZMS"
"4874.88877279693","1","NZMS"
"4957.08309619043","1","NZMS"
"4938.76977334977","1","NZMS"
"4996.95127474298","1","NZMS"
"4885.49773916808","1","NZMS"
"5276.38593221642","1","NZMS"
"5141.02536622123","1","NZMS"
"5000.1486793885","1","NZMS"
"4895.63531000939","1","NZMS"
"5468.36373200903","1","NZMS"
"5311.50968165181","1","NZMS"
"5155.5001418244","1","NZMS"
