"propadult","temperature","taxa"
"0.000599190761095671","1","HYOS"
"0.000575801685408537","1","HYOS"
"0.000554590148166379","1","HYOS"
"0.000534758067456816","1","HYOS"
"0.000516871682459639","1","HYOS"
"0.000502484278464192","1","HYOS"
"0.000490468535603822","1","HYOS"
"0.000481168628295156","1","HYOS"
"0.000473390248410775","1","HYOS"
"0.000467900365370449","1","HYOS"
"0.00046444247352639","1","HYOS"
"0.000462708492940076","1","HYOS"
"0.000462023829433043","1","HYOS"
"0.000464134844436825","1","HYOS"
"0.000468302911267183","1","HYOS"
"0.00047386521701779","1","HYOS"
"0.000483537671173192","1","HYOS"
"0.000503815965513962","1","HYOS"
"0.000538102687647815","1","HYOS"
"0.000603565327062338","1","HYOS"
"0.000702640704315291","1","HYOS"
"0.000752987119447727","1","HYOS"
"0.000746365841050609","1","HYOS"
"0.000722590094913356","1","HYOS"
"0.000690795144970992","1","HYOS"
"0.000664557976470166","1","HYOS"
"0.000641141526421487","1","HYOS"
"0.000617694902836005","1","HYOS"
"0.000596404750283468","1","HYOS"
"0.00057647898247151","1","HYOS"
"0.000558514751998052","1","HYOS"
"0.000544086806941231","1","HYOS"
"0.000532082193501365","1","HYOS"
"0.000522804885850287","1","HYOS"
"0.000515104849270774","1","HYOS"
"0.0005097440117085","1","HYOS"
"0.000506453016678373","1","HYOS"
"0.000504950643612633","1","HYOS"
"0.000504582646625201","1","HYOS"
"0.000507074134584664","1","HYOS"
"0.000511687834302864","1","HYOS"
"0.000517770346448428","1","HYOS"
"0.000528189001198887","1","HYOS"
"0.000549401440287207","1","HYOS"
"0.000584931951111337","1","HYOS"
"0.000652667027763905","1","HYOS"
"0.000752975730282126","1","HYOS"
"0.000804252000148288","1","HYOS"
"0.000799670383513812","1","HYOS"
"0.000777559034335169","1","HYOS"
"0.000747294162094068","1","HYOS"
"0.000722051111195268","1","HYOS"
"0.000699212756893507","1","HYOS"
"0.000676107678531747","1","HYOS"
"0.00065493673375886","1","HYOS"
"0.000634965689793695","1","HYOS"
"0.000616859443799004","1","HYOS"
"0.000602240530272018","1","HYOS"
"0.000590027532017975","1","HYOS"
"0.00509413197350036","1","HYOS"
"0.000294713576736562","1","HYOS"
"0.000293987191476194","1","HYOS"
"0.000314884084766688","1","HYOS"
"0.000333920881082253","1","HYOS"
"0.000351018887012549","1","HYOS"
"0.000367696786820745","1","HYOS"
"0.000384008744915709","1","HYOS"
"0.000399637747703781","1","HYOS"
"0.000417185407060744","1","HYOS"
"0.000443792749190088","1","HYOS"
"0.000483092358765485","1","HYOS"
"0.000551847979395966","1","HYOS"
"0.000655109476996827","1","HYOS"
"0.000708718776875013","1","HYOS"
"0.00070287374952154","1","HYOS"
"0.000679381557546992","1","HYOS"
"0.000647480380847279","1","HYOS"
"0.000621203668624256","1","HYOS"
"0.000597816320690552","1","HYOS"
"0.000574404480604676","1","HYOS"
"0.000553175751026791","1","HYOS"
"0.000533330171027341","1","HYOS"
"0.000515432062641772","1","HYOS"
"0.000501033533423057","1","HYOS"
"0.000489005902327791","1","HYOS"
"0.000479694508636191","1","HYOS"
"0.000471902970154298","1","HYOS"
"0.00046639832232442","1","HYOS"
"0.000462924293909397","1","HYOS"
"0.000461171625720514","1","HYOS"
"0.000460464600809938","1","HYOS"
"0.000462550504302345","1","HYOS"
"0.000466690301812814","1","HYOS"
"0.000472220652975057","1","HYOS"
"0.000481851552083548","1","HYOS"
"0.000502078987622349","1","HYOS"
"0.000536299405244252","1","HYOS"
"0.000601648257979115","1","HYOS"
"0.000700640322250114","1","HYOS"
"0.000750914640041891","1","HYOS"
"0.000744182836312183","1","HYOS"
"0.000720317337403568","1","HYOS"
"0.000688441843298347","1","HYOS"
"0.000662148529836552","1","HYOS"
"0.000638694774742651","1","HYOS"
"0.000615221508462302","1","HYOS"
"0.000593914647510267","1","HYOS"
"0.000573979199666381","1","HYOS"
"0.000556009206954202","1","HYOS"
"0.000541577385233054","1","HYOS"
"0.000529568981258268","1","HYOS"
"0.000520290019051704","1","HYOS"
"0.000512587363763726","1","HYOS"
"0.000507223021650758","1","HYOS"
"0.000503928181872261","1","HYOS"
"0.000502419876554594","1","HYOS"
"0.000502042728316053","1","HYOS"
"0.000504522844546383","1","HYOS"
"0.000509123037809973","1","HYOS"
"0.000515189409885631","1","HYOS"
"0.000525580605781994","1","HYOS"
"0.000546757769492199","1","HYOS"
"0.000582239896739015","1","HYOS"
"0.000649877542678743","1","HYOS"
"0.000750159982826568","1","HYOS"
"0.000801427471777771","1","HYOS"
"0.000796767984394749","1","HYOS"
"0.0007745926226653","1","HYOS"
"0.000744266605084197","1","HYOS"
"0.000718988508921019","1","HYOS"
"0.000696135418900148","1","HYOS"
"0.000673027153750752","1","HYOS"
"0.000651863931362182","1","HYOS"
"0.000631909019513738","1","HYOS"
"0.000613824005313478","1","HYOS"
"0.000599228878683637","1","HYOS"
"0.000587041085884742","1","HYOS"
"0.00507163587659784","1","HYOS"
"0.000294103910036396","1","HYOS"
"0.000293481065435736","1","HYOS"
"0.000314418469976601","1","HYOS"
"0.00033348765307962","1","HYOS"
"0.00035061170680054","1","HYOS"
"0.000367308950547937","1","HYOS"
"0.000383634688512561","1","HYOS"
"0.000399272412444948","1","HYOS"
"0.000416822653932227","1","HYOS"
"0.000443427329335422","1","HYOS"
"0.000482718030023453","1","HYOS"
"0.000551451265164319","1","HYOS"
"0.000654693059372832","1","HYOS"
"0.000708282471210528","1","HYOS"
"0.000702408950744227","1","HYOS"
"0.00067889318936065","1","HYOS"
"0.000646970913809076","1","HYOS"
"0.000620678612356258","1","HYOS"
"0.000597279921456677","1","HYOS"
"0.000573859094278659","1","HYOS"
"0.000552623557576614","1","HYOS"
"0.000532772612431551","1","HYOS"
"0.000514869829591798","1","HYOS"
"0.000500466855627488","1","HYOS"
"0.000488434473597339","1","HYOS"
"0.000479118476828585","1","HYOS"
"0.000471321669390308","1","HYOS"
"0.000465811112077502","1","HYOS"
"0.000462330623730572","1","HYOS"
"0.0004605704820798","1","HYOS"
"0.000459854525772126","1","HYOS"
"0.000461930403696342","1","HYOS"
"0.000466058916210317","1","HYOS"
"0.000471576513096075","1","HYOS"
"0.000481190866735162","1","HYOS"
"0.000501398057825094","1","HYOS"
"0.000535592090839999","1","HYOS"
"0.000600895757745083","1","HYOS"
"0.000699854360971199","1","HYOS"
"0.000750099582109598","1","HYOS"
"0.000743323695413147","1","HYOS"
"0.000719422399349447","1","HYOS"
"0.000687514809625363","1","HYOS"
"0.000661199051947779","1","HYOS"
"0.000637730301839618","1","HYOS"
"0.000614246253461175","1","HYOS"
"0.00059293253368698","1","HYOS"
"0.000572992994668596","1","HYOS"
"0.000555020446303393","1","HYOS"
"0.000540586802725471","1","HYOS"
"0.000528576589928908","1","HYOS"
"0.000519296641776379","1","HYOS"
"0.000511592590951376","1","HYOS"
"0.000506226476802857","1","HYOS"
"0.000502929702385272","1","HYOS"
"0.000501418606088841","1","HYOS"
"0.000501037350979521","1","HYOS"
"0.000503512451528568","1","HYOS"
"0.000508106742325646","1","HYOS"
"0.000514166123625257","1","HYOS"
"0.000524545789802769","1","HYOS"
"0.000545708229231405","1","HYOS"
"0.000581170278010712","1","HYOS"
"0.000648768032781079","1","HYOS"
"0.000749038511299436","1","HYOS"
"0.000800301016952892","1","HYOS"
"0.00079560927807536","1","HYOS"
"0.000773407427626706","1","HYOS"
"0.000743056219449851","1","HYOS"
"0.00071776346439131","1","HYOS"
"0.000694903910673736","1","HYOS"
"0.000671793844207609","1","HYOS"
"0.000650633224121158","1","HYOS"
"0.000630684297917656","1","HYOS"
"0.000612607319096675","1","HYOS"
"0.000598021260570816","1","HYOS"
"0.000585843096085798","1","HYOS"
"0.00506260500791077","1","HYOS"
"0.000293858336384898","1","HYOS"
"0.000293277152369116","1","HYOS"
"0.000314230852961101","1","HYOS"
"0.0003333130571061","1","HYOS"
"0.000350447575119275","1","HYOS"
"0.000367152580505588","1","HYOS"
"0.000383483836062994","1","HYOS"
"0.000399125037096274","1","HYOS"
"0.000416676279473254","1","HYOS"
"0.000443279836208188","1","HYOS"
"0.000482566894766156","1","HYOS"
"0.00055129103621424","1","HYOS"
"0.000654524804546375","1","HYOS"
"0.00070810611647075","1","HYOS"
"0.0007022210315802","1","HYOS"
"0.000678695706480558","1","HYOS"
"0.000646764873082541","1","HYOS"
"0.00062046624587175","1","HYOS"
"0.000597062949123706","1","HYOS"
"0.000573638470288994","1","HYOS"
"0.000552400164564894","1","HYOS"
"0.000532547033774049","1","HYOS"
"0.000514642344277785","1","HYOS"
"0.000500237555962965","1","HYOS"
"0.000488203234371368","1","HYOS"
"0.000478885356399012","1","HYOS"
"0.00047108639627167","1","HYOS"
"0.000465573424970174","1","HYOS"
"0.000462090297543209","1","HYOS"
"0.000460327103944793","1","HYOS"
"0.000459607502059019","1","HYOS"
"0.000461679288436009","1","HYOS"
"0.000465803195595408","1","HYOS"
"0.00047131558778462","1","HYOS"
"0.000480923196016014","1","HYOS"
"0.000501122134469161","1","HYOS"
"0.000535305413020668","1","HYOS"
"0.000600590676705085","1","HYOS"
"0.000699535591903181","1","HYOS"
"0.00074976888812392","1","HYOS"
"0.000742975016398337","1","HYOS"
"0.000719059115842932","1","HYOS"
"0.000687138436337182","1","HYOS"
"0.000660813513699855","1","HYOS"
"0.000637338627389454","1","HYOS"
"0.000613850155244808","1","HYOS"
"0.00059253360608524","1","HYOS"
"0.000572592361123952","1","HYOS"
"0.000554618728919089","1","HYOS"
"0.00054018429790963","1","HYOS"
"0.000528173299531768","1","HYOS"
"0.000518892896808938","1","HYOS"
"0.000511188220220151","1","HYOS"
"0.000505821322901254","1","HYOS"
"0.00050252369456645","1","HYOS"
"0.00050101139105974","1","HYOS"
"0.000500628386606878","1","HYOS"
"0.000503101363170947","1","HYOS"
"0.000507693162349952","1","HYOS"
