"biomass","temperature","taxa"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
"64710.2900951776","1","GAMM"
